AREA,TIPO,DATA,EMPRESA,LINHA,"PASSAGEIROS PAGANTES EM DINHEIRO
","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM
","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM MENSAL
","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE
","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE MENSAL
","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE
","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE MENSAL
","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM
","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM MENSAL
","PASSAGEIROS PAGANTES
","PASSAGEIROS INTEGRAÇÕES ÔNIBUS 0> ÔNIBUS
","PASSAGEIROS COM GRATUIDADE
",TOTAL PASSAGEIROS TRANSPORTADOS,nome,letreiro
AREA 8,CONCESSAO,2014-02-01,GATO PRETO,728210 - PQ CONTINENTAL/M VILA MADALENA,17534,24624,715,5065,27,18368,0,7863,12,74208,24964,6438,105610,,
AREA 8,CONCESSAO,2014-02-01,GATO PRETO,741110 - USP/PCA DA SE,13479,26279,784,7592,90,19948,2,6278,8,74460,31604,5416,111480,,
AREA 8,CONCESSAO,2014-02-01,GATO PRETO,748N10 - TERMINAL LAPA/ ITAIM BIBI,420,1738,24,47,1,1162,0,112,0,3504,948,137,4589,,
AREA 8,CONCESSAO,2014-02-01,GATO PRETO,801210 - CIDADE UNIVERSIT/METRO BUTANTA,13679,15614,628,4959,61,13133,0,13102,3,61179,25841,3342,90362,,
AREA 8,CONCESSAO,2014-02-01,GATO PRETO,802210 - CID UNIV/METRO BUTANTA,11876,12877,583,4725,96,8730,0,11795,11,50693,24159,2053,76905,,
AREA 8,CONCESSAO,2014-02-01,GATO PRETO,817C10 - LAPA/H.CLINICAS CIRCULAR,17909,35612,675,4089,22,28120,1,19397,3,105828,62181,15276,183285,,
AREA 8,CONCESSAO,2014-02-01,GATO PRETO,828P10 - LAPA/METRO BARRA FUNDA,9436,18931,263,2725,16,11820,0,5907,6,49104,20753,6408,76265,,
AREA 8,CONCESSAO,2014-02-01,GATO PRETO,831910 - PQ CONTINENTAL/PCA RAMOS AZEVE,16070,25362,569,3018,21,24907,0,4718,8,74673,36129,7950,118752,,
AREA 8,CONCESSAO,2014-02-01,GATO PRETO,831921 - SHOP VILA LOBOS/PQ CONTINENAL,24,65,6,3,0,237,0,18,0,353,21,4,378,,
AREA 8,CONCESSAO,2014-02-01,GATO PRETO,854510 - PENTEADO/METRO BARRA FUNDA,27,51,3,8,0,44,0,8,0,141,95,29,265,,
AREA 8,CONCESSAO,2014-02-01,GATO PRETO,856R10 - LAPA/SOCORRO,56108,136242,2771,12899,225,99022,48,21686,34,329035,224387,37250,590672,,
AREA 8,CONCESSAO,2014-02-01,GATO PRETO,856R21 - LAPA/SHOPPING IGUATEMI,3589,7561,194,674,18,5007,2,2871,1,19917,15211,1713,36841,,
AREA 8,CONCESSAO,2014-02-01,GATO PRETO,857R41 - E HEBRAICA REBOUÇAS/M PARAISO,464,582,16,76,2,496,0,2027,0,3663,5621,472,9756,,
AREA 8,CONCESSAO,2014-02-01,GATO PRETO,861510 - P.LAPA/PARQUE D. PEDRO II,27284,67382,2520,8403,138,41811,4,9470,61,157073,139251,32786,329110,,
AREA 8,CONCESSAO,2014-02-01,GATO PRETO,870010 - T CAMPO LIMPO/PCA R D AZEVEDO ,25101,48409,879,6301,68,44417,16,11310,13,136514,74331,12424,223269,,
AREA 8,CONCESSAO,2014-02-01,GATO PRETO,870023 - PÇA RAMOS DE AZEVEDO/BUTANTA,338,775,26,148,3,786,0,475,0,2551,1258,227,4036,,
AREA 8,CONCESSAO,2014-02-01,GATO PRETO,874C10 - PQ CONTINENTAL/METR V MARIANA,24759,31747,709,4386,61,29389,1,10008,30,101090,35650,8283,145023,,
AREA 8,CONCESSAO,2014-02-01,GATO PRETO,875C10 - LAPA/METRO STA CRUZ,26111,54355,1206,6029,76,38480,7,19543,10,145817,88181,15869,249867,,
AREA 8,CONCESSAO,2014-02-01,GATO PRETO,875C22 - PINHEIROS/LAPA,143,350,11,41,1,357,0,57,0,960,1427,63,2450,,
AREA 8,CONCESSAO,2014-02-01,GATO PRETO,875H10 - LAPA/METRO VILA MARIANA,22884,70185,1879,7490,104,48363,10,8426,9,159350,120025,21869,301244,,
AREA 8,CONCESSAO,2014-02-01,GATO PRETO,875P10 - M. BARRA FUNDA/M. ANA ROSA,17582,33700,861,7820,146,20215,5,17202,12,97543,53788,8277,159608,,
AREA 8,CONCESSAO,2014-02-01,GATO PRETO,877T10 - VILA ANASTACIO/METRO PARAISO,14824,29673,611,3688,44,23884,2,8443,17,81186,44839,12230,138255,,
AREA 8,CONCESSAO,2014-02-01,GATO PRETO,905010 - TERM LAPA / ITAIM BIBI,12961,31775,576,3068,29,22976,0,11576,0,82961,56084,6572,145617,,
AREA 8,CONCESSAO,2014-02-01,GATO PRETO,905110 - LAPA / PINHEIROS,5709,16578,348,1489,17,13091,4,4130,1,41367,34760,3290,79417,,
AREA 8,CONCESSAO,2014-02-01,GATO PRETO,978A10 - TTVN CACHOEIRINHA/MBARRA FUNDA,19,40,0,1,0,31,0,13,0,104,40,12,156,,
AREA 8,CONCESSAO,2014-02-01,GATO PRETO,PAESE1 - PAESE AREA 1,269,560,11,61,2,313,0,79,0,1295,707,238,2240,,
AREA 8,CONCESSAO,2014-02-01,GATO PRETO,PAESE2 - PAESE AREA 2,4,3,0,1,0,2,0,3,0,13,22,3,38,,
AREA 8,CONCESSAO,2014-02-01,TRANSPASS,623210 - VILA IDA/PCA RAMOS AZEVEDO,5525,11313,197,864,3,9653,0,4193,3,31751,14700,2594,49045,,
AREA 8,CONCESSAO,2014-02-01,TRANSPASS,625010 - JD JAQUELINE/TERM BANDEIRA,12507,24137,388,2790,34,19870,0,3432,4,63162,20180,6480,89822,,
AREA 8,CONCESSAO,2014-02-01,TRANSPASS,626210 - CEASA/TERM.BANDEIRA,25411,49289,740,5626,58,47016,8,12028,18,140194,68918,8544,217656,,
AREA 8,CONCESSAO,2014-02-01,TRANSPASS,626221 - VILA LEOPOLDINA/PINHEIROS,2078,4286,76,496,4,4998,0,1072,0,13010,6966,659,20635,,
AREA 8,CONCESSAO,2014-02-01,TRANSPASS,701T10 - JD PAULO VI/CENTER NORTE,63,134,1,22,0,148,0,45,0,413,163,20,596,,
AREA 8,CONCESSAO,2014-02-01,TRANSPASS,702C10 - JD BONFIGLIOLI/BELEM,40071,72363,1605,10884,83,58332,2,15880,38,199258,107462,28123,334843,,
AREA 8,CONCESSAO,2014-02-01,TRANSPASS,714C10 - COHAB EDUCANDARIO/LGO POLVORA,14048,27066,452,4014,43,22378,0,4741,3,72745,26456,7498,106699,,
AREA 8,CONCESSAO,2014-02-01,TRANSPASS,715M10 - JD MA LUIZA/LGO DA POLVORA,44644,83395,1599,10977,139,65329,3,18636,15,224737,85269,21601,331607,,
